,gender,age,class,embarked,fare,sibsp,parch,survived
1232,1,15.0,2,3,18.0,2,0,0
1233,0,31.0,2,3,18.0,1,0,0
1234,1,35.0,2,3,9.1,0,0,0
1235,1,28.0,2,3,9.1,0,0,0
1236,0,10.0,2,3,24.03,0,2,0
1237,1,36.0,2,3,24.03,1,1,0
1238,0,30.0,2,3,24.03,1,1,0
1239,1,23.0,2,3,9.1,0,0,0
1240,1,22.0,2,1,7.0406,0,0,1
1241,1,40.0,1,3,13.0,0,0,0
1242,1,20.0,2,3,7.1701,0,0,0
1243,0,14.0,2,3,7.1701,0,0,0
1244,1,21.0,2,3,7.1711,0,0,0
1245,1,22.0,2,3,9.0,0,0,0
1246,1,48.0,0,3,34.0,0,0,0
1247,0,36.0,1,3,21.0,0,0,1
1248,0,37.0,0,1,512.0607,0,0,1
1249,1,35.0,2,3,8.01,0,0,0
1250,1,47.0,1,3,21.0,1,0,0
1251,0,32.0,1,3,21.0,0,0,1
1252,1,23.0,1,3,10.1,1,0,0
1253,1,31.0,2,3,7.11,0,0,0
1254,1,63.0,0,1,75.05,1,0,0
1255,0,60.0,0,1,75.05,1,0,1
1256,1,19.0,1,0,22.0,0,0,0
1257,0,12.0,1,3,15.15,0,0,1
1258,0,40.0,1,3,15.15,0,0,1
1259,1,23.0,2,1,7.0406,0,0,0
1260,0,37.0,1,3,13.0,0,0,1
1261,1,66.0,2,3,8.01,0,0,0
1262,1,59.0,0,3,26.11,0,0,0
1263,1,37.0,1,3,26.0,1,0,0
1264,0,37.0,1,3,26.0,1,0,1
1265,1,2.0,1,3,23.0,1,1,1
1266,0,4.0,1,3,23.0,1,1,1
1267,0,29.0,1,3,23.0,0,2,1
1268,1,27.0,2,3,7.1511,0,0,1
1269,0,0.8333333333,1,3,27.15,1,2,1
1270,0,4.0,1,3,27.15,1,2,1
1271,1,36.0,1,3,27.15,1,2,0
1272,0,33.0,1,3,27.15,1,2,1
1273,1,65.0,1,3,10.1,0,0,0
1274,1,26.0,1,3,12.1706,0,0,0
1275,1,31.0,1,3,13.0,0,0,1
1276,1,54.0,0,3,77.0509,0,1,0
1277,1,21.0,0,3,77.0509,0,1,0
1278,0,55.0,0,1,135.1208,0,0,1
1279,1,57.0,0,3,164.1704,1,1,0
1280,0,31.0,0,3,164.1704,0,2,1
1281,0,45.0,0,3,164.1704,1,1,1
1282,1,51.0,2,3,7.15,0,0,0
1283,1,50.0,0,3,211.1,1,1,0
1284,1,27.0,0,3,211.1,0,2,0
1285,0,50.0,0,3,211.1,1,1,1
1286,1,18.0,2,3,6.0911,1,0,0
1287,1,21.0,2,3,6.0911,1,0,0
1288,0,47.0,2,3,7.0,1,0,1
1289,0,30.0,1,3,26.0,1,0,1
1290,0,21.0,0,3,26.11,0,0,1
1291,1,37.0,2,1,8.1403,0,0,0
1292,1,21.0,2,3,7.11,0,0,0
1293,1,51.0,0,1,61.0707,0,1,0
1294,1,23.0,1,3,13.0,0,0,1
1295,1,43.0,0,3,35.0,0,0,0
1296,1,28.0,2,3,8.01,0,0,0
1297,1,28.0,2,3,16.02,0,0,0
1298,1,21.0,0,1,61.0707,0,1,1
1299,0,31.0,0,1,134.1,0,0,1
1300,1,21.0,2,3,7.05,0,0,0
1301,1,17.0,2,3,8.1303,0,0,0
1302,1,54.0,2,3,7.05,0,0,0
1303,1,36.0,2,3,9.1,0,0,0
1304,1,32.0,1,3,22.0,0,0,0
1305,1,46.0,0,3,35.1,0,0,1
1306,0,26.0,1,3,13.1,0,0,1
1307,1,62.0,0,3,26.11,0,0,0
1308,1,27.0,2,1,14.0901,1,0,0
1309,0,15.0,2,1,14.0901,1,0,1
1310,0,36.0,0,1,135.1208,0,0,1
1311,1,26.0,2,1,7.0406,0,0,0
1312,1,45.0,2,1,7.0407,0,0,0
1313,0,23.0,2,1,22.0702,0,2,1
1314,0,24.0,1,3,13.0,0,0,0
1315,1,22.0,2,1,7.0406,0,0,0
1316,1,27.0,2,1,7.0406,0,0,0
1317,1,25.0,2,1,7.0406,0,0,1
1318,1,29.0,2,3,7.1706,0,0,0
1319,1,21.0,6,3,0.0,0,0,0
1320,1,34.0,4,3,0.0,0,0,0
1321,1,26.0,4,3,0.0,0,0,0
1322,1,20.0,6,3,0.0,0,0,0
1323,1,31.0,6,3,0.0,0,0,0
1324,1,37.0,6,3,0.0,0,0,0
1325,1,22.0,5,3,0.0,0,0,0
1326,1,24.0,4,3,0.0,0,0,1
1327,1,17.0,6,3,0.0,0,0,0
1328,1,26.0,6,3,0.0,0,0,0
1329,1,30.0,4,3,0.0,0,0,0
1330,1,36.0,6,3,0.0,0,0,0
1331,1,36.0,4,0,0.0,0,0,0
1332,1,41.0,6,0,0.0,0,0,0
1333,1,40.0,3,3,0.0,0,0,1
1334,1,48.0,6,3,0.0,0,0,0
1335,1,19.0,6,3,0.0,0,0,1
1336,1,35.0,3,3,0.0,0,0,1
1337,1,26.0,6,3,0.0,0,0,0
1338,1,41.0,6,3,0.0,0,0,0
1339,1,26.0,5,3,0.0,0,0,0
1340,1,21.0,4,3,0.0,0,0,1
1341,1,23.0,6,3,0.0,0,0,0
1342,1,37.0,6,0,0.0,0,0,0
1343,1,28.0,6,3,0.0,0,0,1
1344,1,33.0,6,3,0.0,0,0,0
1345,1,36.0,6,0,0.0,0,0,0
1346,1,46.0,4,3,0.0,0,0,0
1347,1,46.0,3,3,0.0,0,0,1
1348,1,24.0,4,3,0.0,0,0,0
1349,1,19.0,6,3,0.0,0,0,1
1350,1,24.0,5,3,0.0,0,0,0
1351,1,34.0,4,3,0.0,0,0,0
1352,1,19.0,6,3,0.0,0,0,0
1353,1,41.0,6,3,0.0,0,0,0
1354,1,42.0,6,0,0.0,0,0,0
1355,1,30.0,4,3,0.0,0,0,0
1356,1,36.0,6,3,0.0,0,0,0
1357,1,29.0,4,3,0.0,0,0,0
1358,1,40.0,6,3,0.0,0,0,0
1359,1,40.0,4,3,0.0,0,0,0
1360,1,16.0,6,3,0.0,0,0,0
1361,1,28.0,4,3,0.0,0,0,1
1362,1,33.0,4,3,0.0,0,0,0
1363,1,34.0,6,0,0.0,0,0,0
1364,1,36.0,6,3,0.0,0,0,0
1365,1,32.0,6,3,0.0,0,0,0
1366,1,26.0,6,3,0.0,0,0,0
1367,1,27.0,5,3,0.0,0,0,0
1368,1,53.0,6,3,0.0,0,0,0
1369,1,55.0,6,3,0.0,0,0,0
1370,1,33.0,5,3,0.0,0,0,0
1371,1,35.0,4,0,0.0,0,0,0
1372,1,24.0,4,3,0.0,0,0,1
1373,1,31.0,6,3,0.0,0,0,0
1374,1,35.0,6,3,0.0,0,0,0
1375,1,19.0,6,3,0.0,0,0,0
1376,1,51.0,4,0,0.0,0,0,0
1377,1,24.0,4,3,0.0,0,0,0
1378,1,30.0,6,3,0.0,0,0,0
1379,1,30.0,4,3,0.0,0,0,0
1380,0,33.0,6,3,0.0,0,0,1
1381,1,47.0,4,3,0.0,0,0,0
1382,1,22.0,5,3,0.0,0,0,0
1383,1,31.0,6,3,0.0,0,0,0
1384,1,39.0,4,3,0.0,0,0,0
1385,1,40.0,6,0,0.0,0,0,0
1386,1,26.0,5,3,0.0,0,0,0
1387,1,22.0,4,3,0.0,0,0,0
1388,1,31.0,4,3,0.0,0,0,0
1389,1,28.0,5,3,0.0,0,0,0
1390,1,20.0,4,3,0.0,0,0,0
1391,1,20.0,4,3,0.0,0,0,0
1392,1,20.0,4,3,0.0,0,0,1
1393,1,34.0,6,0,0.0,0,0,0
1394,1,23.0,4,3,0.0,0,0,0
1395,1,28.0,4,3,0.0,0,0,0
1396,1,41.0,4,3,0.0,0,0,0
1397,1,23.0,4,3,0.0,0,0,1
1398,1,26.0,4,0,0.0,0,0,0
1399,1,37.0,4,3,0.0,0,0,0
1400,1,32.0,4,3,0.0,0,0,0
1401,1,22.0,4,3,0.0,0,0,0
1402,0,45.0,6,3,0.0,0,0,1
1403,1,26.0,5,3,0.0,0,0,0
1404,1,30.0,6,3,0.0,0,0,0
1405,1,43.0,5,3,0.0,0,0,0
1406,1,59.0,6,3,0.0,0,0,0
1407,1,27.0,5,3,0.0,0,0,0
1408,1,40.0,6,0,0.0,0,0,0
1409,1,38.0,6,3,0.0,0,0,0
1410,1,33.0,6,0,0.0,0,0,0
1411,1,46.0,4,3,0.0,0,0,0
1412,1,24.0,6,3,0.0,0,0,0
1413,0,31.0,5,3,0.0,0,0,1
1414,1,28.0,3,0,0.0,0,0,1
1415,1,37.0,6,3,0.0,0,0,0
1416,1,36.0,6,0,0.0,0,0,0
1417,1,39.0,4,3,0.0,0,0,0
1418,1,29.0,3,3,0.0,0,0,0
1419,1,43.0,6,3,0.0,0,0,0
1420,1,30.0,4,3,0.0,0,0,0
1421,1,52.0,6,0,0.0,0,0,0
1422,1,34.0,4,3,0.0,0,0,0
1423,1,43.0,3,3,0.0,0,0,1
1424,1,22.0,6,0,0.0,0,0,1
1425,1,42.0,3,0,0.0,0,0,1
1426,1,38.0,6,3,0.0,0,0,0
1427,1,31.0,6,3,0.0,0,0,0
1428,1,28.0,6,3,0.0,0,0,0
1429,1,25.0,4,3,0.0,0,0,0
1430,1,31.0,6,3,0.0,0,0,0
1431,1,33.0,6,0,0.0,0,0,0
1432,1,34.0,6,0,0.0,0,0,1
1433,1,28.0,4,3,0.0,0,0,0
1434,1,25.0,4,3,0.0,0,0,0
1435,1,41.0,6,0,0.0,0,0,0
1436,1,34.0,6,3,0.0,0,0,0
1437,1,26.0,3,3,0.0,0,0,1
1438,1,22.0,6,3,0.0,0,0,0
1439,1,37.0,6,3,0.0,0,0,0
1440,1,21.0,6,0,0.0,0,0,0
1441,1,18.0,6,3,0.0,0,0,1
1442,1,30.0,6,0,0.0,0,0,0
1443,1,31.0,6,0,0.0,0,0,1
1444,1,20.0,6,3,0.0,0,0,1
1445,1,29.0,6,3,0.0,0,0,0
1446,1,35.0,4,3,0.0,0,0,0
1447,1,35.0,4,3,0.0,0,0,0
1448,1,23.0,6,3,0.0,0,0,0
1449,1,22.0,6,3,0.0,0,0,0
1450,1,31.0,4,3,0.0,0,0,0
1451,1,45.0,6,3,0.0,0,0,0
1452,1,30.0,4,0,0.0,0,0,0
1453,1,25.0,6,3,0.0,0,0,0
1454,1,40.0,4,3,0.0,0,0,0
1455,1,31.0,6,3,0.0,0,0,0
1456,1,27.0,4,3,0.0,0,0,0
1457,1,46.0,4,3,0.0,0,0,0
1458,1,33.0,6,0,0.0,0,0,0
1459,1,32.0,5,3,0.0,0,0,0
1460,1,44.0,4,3,0.0,0,0,0
1461,1,34.0,6,3,0.0,0,0,0
1462,1,37.0,4,3,0.0,0,0,0
1463,0,33.0,6,3,0.0,0,0,1
1464,1,28.0,6,3,0.0,0,0,0
1465,1,22.0,4,3,0.0,0,0,1
1466,1,39.0,6,0,0.0,0,0,0
1467,1,21.0,6,3,0.0,0,0,0
1468,1,25.0,5,3,0.0,0,0,0
1469,1,32.0,6,3,0.0,0,0,1
1470,1,25.0,6,3,0.0,0,0,0
1471,1,25.0,4,3,0.0,0,0,0
1472,1,28.0,6,0,0.0,0,0,0
1473,1,37.0,4,0,0.0,0,0,0
1474,1,29.0,6,3,0.0,0,0,0
1475,1,50.0,6,3,0.0,0,0,0
1476,1,25.0,4,3,0.0,0,0,0
1477,1,34.0,6,3,0.0,0,0,0
1478,1,40.0,4,3,0.0,0,0,1
1479,1,33.0,3,3,0.0,0,0,1
1480,1,31.0,3,3,0.0,0,0,0
1481,1,22.0,4,3,0.0,0,0,0
1482,1,29.0,6,3,0.0,0,0,0
1483,1,58.0,4,0,0.0,0,0,0
1484,1,33.0,6,3,0.0,0,0,1
1485,1,17.0,6,3,0.0,0,0,1
1486,1,38.0,4,3,0.0,0,0,1
1487,1,34.0,4,3,0.0,0,0,1
1488,1,25.0,6,0,0.0,0,0,0
1489,1,32.0,6,3,0.0,0,0,0
1490,1,45.0,6,3,0.0,0,0,0
1491,1,26.0,4,3,0.0,0,0,0
1492,1,26.0,4,3,0.0,0,0,0
1493,1,28.0,4,3,0.0,0,0,0
1494,1,27.0,6,3,0.0,0,0,0
1495,1,33.0,4,3,0.0,0,0,0
1496,1,19.0,5,3,0.0,0,0,0
1497,1,36.0,4,3,0.0,0,0,0
1498,1,28.0,3,3,0.0,0,0,0
1499,1,49.0,4,3,0.0,0,0,0
1500,1,30.0,4,3,0.0,0,0,1
1501,1,28.0,5,3,0.0,0,0,0
1502,1,30.0,6,3,0.0,0,0,0
1503,1,27.0,4,0,0.0,0,0,0
1504,1,23.0,4,3,0.0,0,0,0
1505,1,20.0,6,3,0.0,0,0,1
1506,1,43.0,6,0,0.0,0,0,1
1507,1,45.0,4,0,0.0,0,0,0
1508,1,21.0,4,3,0.0,0,0,1
1509,1,33.0,6,3,0.0,0,0,0
1510,1,39.0,6,0,0.0,0,0,0
1511,1,45.0,6,3,0.0,0,0,0
1512,1,44.0,4,3,0.0,0,0,0
1513,1,17.0,5,3,0.0,0,0,0
1514,1,30.0,6,3,0.0,0,0,1
1515,1,35.0,6,0,0.0,0,0,0
1516,1,49.0,6,0,0.0,0,0,1
1517,1,38.0,6,0,0.0,0,0,1
1518,1,35.0,4,3,0.0,0,0,0
1519,1,26.0,4,3,0.0,0,0,0
1520,1,18.0,6,3,0.0,0,0,1
1521,1,18.0,6,3,0.0,0,0,0
1522,1,32.0,6,0,0.0,0,0,0
1523,1,26.0,6,0,0.0,0,0,0
1524,1,33.0,4,3,0.0,0,0,0
1525,1,29.0,6,0,0.0,0,0,0
1526,1,39.0,3,3,0.0,0,0,0
1527,1,23.0,4,3,0.0,0,0,0
1528,1,19.0,6,3,0.0,0,0,0
1529,1,18.0,5,3,0.0,0,0,0
1530,1,35.0,6,0,0.0,0,0,0
1531,1,20.0,5,3,0.0,0,0,0
1532,1,29.0,6,0,0.0,0,0,0
1533,1,38.0,6,3,0.0,0,0,0
1534,1,20.0,5,3,0.0,0,0,0
1535,1,27.0,4,3,0.0,0,0,1
1536,1,37.0,4,3,0.0,0,0,0
1537,1,30.0,4,3,0.0,0,0,1
1538,1,34.0,4,3,0.0,0,0,1
1539,1,49.0,6,3,0.0,0,0,0
1540,1,39.0,4,0,0.0,0,0,0
1541,1,44.0,6,0,0.0,0,0,0
1542,1,27.0,4,3,0.0,0,0,0
1543,1,22.0,4,3,0.0,0,0,1
1544,1,39.0,6,0,0.0,0,0,0
1545,1,17.0,5,3,0.0,0,0,0
1546,1,35.0,6,0,0.0,0,0,0
1547,1,23.0,4,3,0.0,0,0,1
1548,1,20.0,5,3,0.0,0,0,0
1549,1,22.0,6,3,0.0,0,0,0
1550,1,27.0,4,3,0.0,0,0,0
1551,1,36.0,4,0,0.0,0,0,0
1552,1,48.0,6,3,0.0,0,0,0
1553,1,38.0,4,3,0.0,0,0,0
1554,1,24.0,4,0,0.0,0,0,0
1555,1,33.0,6,3,0.0,0,0,0
1556,1,41.0,4,3,0.0,0,0,1
1557,1,22.0,4,3,0.0,0,0,0
1558,1,44.0,4,3,0.0,0,0,0
1559,1,23.0,6,3,0.0,0,0,0
1560,1,23.0,6,3,0.0,0,0,0
1561,1,39.0,6,3,0.0,0,0,0
1562,1,39.0,6,3,0.0,0,0,0
1563,1,48.0,6,3,0.0,0,0,0
1564,1,23.0,4,3,0.0,0,0,0
1565,1,29.0,6,3,0.0,0,0,1
1566,1,34.0,6,3,0.0,0,0,0
1567,1,18.0,4,0,0.0,0,0,0
1568,1,43.0,6,0,0.0,0,0,1
1569,1,25.0,3,3,0.0,0,0,1
1570,1,27.0,3,3,0.0,0,0,1
1571,1,27.0,6,0,0.0,0,0,0
1572,1,33.0,4,3,0.0,0,0,0
1573,1,38.0,6,0,0.0,0,0,0
1574,1,22.0,6,0,0.0,0,0,0
1575,1,39.0,4,0,0.0,0,0,0
1576,1,37.0,6,0,0.0,0,0,1
1577,1,30.0,4,3,0.0,0,0,0
1578,1,29.0,6,0,0.0,0,0,0
1579,1,42.0,6,3,0.0,0,0,0
1580,1,33.0,4,3,0.0,0,0,0
1581,1,39.0,4,3,0.0,0,0,0
1582,1,30.0,5,3,0.0,0,0,0
1583,1,19.0,6,3,0.0,0,0,0
1584,1,23.0,5,3,0.0,0,0,0
1585,1,21.0,4,3,0.0,0,0,1
1586,1,29.0,4,0,0.0,0,0,0
1587,1,52.0,4,3,0.0,0,0,1
1588,1,24.0,3,0,0.0,0,0,1
1589,1,26.0,6,0,0.0,0,0,0
1590,1,46.0,3,0,0.0,0,0,1
1591,1,22.0,6,3,0.0,0,0,1
1592,1,33.0,6,3,0.0,0,0,0
1593,1,44.0,6,3,0.0,0,0,0
1594,1,22.0,4,3,0.0,0,0,0
1595,1,33.0,4,3,0.0,0,0,0
1596,1,27.0,3,3,0.0,0,0,1
1597,1,37.0,4,0,0.0,0,0,0
1598,1,27.0,6,3,0.0,0,0,0
1599,1,28.0,6,3,0.0,0,0,0
1600,1,30.0,4,3,0.0,0,0,0
1601,1,30.0,4,0,0.0,0,0,0
1602,1,21.0,4,3,0.0,0,0,1
1603,1,45.0,6,0,0.0,0,0,0
1604,1,29.0,4,3,0.0,0,0,1
1605,1,37.0,5,3,0.0,0,0,0
1606,1,32.0,6,3,0.0,0,0,0
1607,1,26.0,4,3,0.0,0,0,0
1608,1,36.0,6,3,0.0,0,0,1
1609,1,31.0,5,3,0.0,0,0,0
1610,1,32.0,6,3,0.0,0,0,0
1611,1,38.0,6,0,0.0,0,0,0
1612,1,38.0,6,3,0.0,0,0,0
1613,1,61.0,4,3,0.0,0,0,1
1614,1,36.0,4,3,0.0,0,0,0
1615,1,32.0,4,3,0.0,0,0,0
1616,0,45.0,6,3,0.0,0,0,1
1617,1,28.0,6,3,0.0,0,0,0
1618,1,29.0,4,3,0.0,0,0,0
1619,1,41.0,4,3,0.0,0,0,0
1620,1,40.0,6,0,0.0,0,0,0
1621,1,22.0,4,3,0.0,0,0,0
1622,1,26.0,4,3,0.0,0,0,0
1623,1,22.0,4,3,0.0,0,0,0
1624,1,28.0,4,0,0.0,0,0,1
1625,1,43.0,4,3,0.0,0,0,0
1626,0,45.0,6,3,0.0,0,0,1
1627,1,24.0,5,3,0.0,0,0,0
1628,1,24.0,4,3,0.0,0,0,0
1629,1,30.0,6,3,0.0,0,0,0
1630,1,29.0,6,3,0.0,0,0,1
1631,1,37.0,6,3,0.0,0,0,0
1632,1,35.0,4,0,0.0,0,0,1
1633,1,31.0,3,0,0.0,0,0,1
1634,1,22.0,6,3,0.0,0,0,1
1635,1,23.0,4,3,0.0,0,0,0
1636,1,41.0,6,3,0.0,0,0,0
1637,1,32.0,4,3,0.0,0,0,0
1638,1,47.0,6,3,0.0,0,0,0
1639,1,25.0,6,0,0.0,0,0,0
1640,1,54.0,4,3,0.0,0,0,0
1641,1,30.0,4,3,0.0,0,0,0
1642,1,39.0,3,3,0.0,0,0,1
1643,1,21.0,6,3,0.0,0,0,0
1644,1,21.0,6,3,0.0,0,0,1
1645,1,40.0,6,0,0.0,0,0,1
1646,1,24.0,4,3,0.0,0,0,0
1647,1,19.0,6,3,0.0,0,0,0
1648,1,17.0,6,3,0.0,0,0,0
1649,1,29.0,4,3,0.0,0,0,0
1650,1,17.0,6,3,0.0,0,0,0
1651,1,39.0,4,3,0.0,0,0,1
1652,1,40.0,6,3,0.0,0,0,1
1653,1,38.0,4,0,0.0,0,0,0
1654,1,54.0,4,3,0.0,0,0,0
1655,1,32.0,6,3,0.0,0,0,1
1656,1,21.0,6,3,0.0,0,0,1
1657,1,34.0,4,0,0.0,0,0,0
1658,1,23.0,6,3,0.0,0,0,0
1659,1,52.0,6,3,0.0,0,0,0
1660,1,43.0,6,3,0.0,0,0,0
1661,1,45.0,6,0,0.0,0,0,0
1662,1,24.0,4,3,0.0,0,0,0
1663,1,22.0,4,3,0.0,0,0,1
1664,1,30.0,6,3,0.0,0,0,0
1665,1,43.0,3,0,0.0,0,0,1
1666,1,28.0,4,3,0.0,0,0,1
1667,1,40.0,6,0,0.0,0,0,0
1668,1,26.0,6,3,0.0,0,0,0
1669,1,33.0,4,0,0.0,0,0,0
1670,1,45.0,4,3,0.0,0,0,0
1671,1,37.0,6,0,0.0,0,0,0
1672,1,29.0,3,3,0.0,0,0,1
1673,1,36.0,6,3,0.0,0,0,0
1674,1,25.0,4,3,0.0,0,0,0
1675,1,43.0,6,0,0.0,0,0,0
1676,1,40.0,6,3,0.0,0,0,0
1677,1,36.0,6,3,0.0,0,0,0
1678,1,31.0,4,3,0.0,0,0,0
1679,1,25.0,6,3,0.0,0,0,0
1680,1,19.0,6,0,0.0,0,0,0
1681,1,29.0,4,0,0.0,0,0,0
1682,1,26.0,4,3,0.0,0,0,0
1683,1,46.0,4,0,0.0,0,0,0
1684,1,43.0,6,3,0.0,0,0,0
1685,1,29.0,3,0,0.0,0,0,1
1686,1,22.0,6,3,0.0,0,0,0
1687,1,28.0,6,0,0.0,0,0,0
1688,1,24.0,6,3,0.0,0,0,0
1689,1,29.0,3,0,0.0,0,0,0
1690,1,29.0,4,3,0.0,0,0,0
1691,1,15.0,6,3,0.0,0,0,0
1692,1,40.0,3,3,0.0,0,0,1
1693,1,33.0,3,3,0.0,0,0,1
1694,1,23.0,4,3,0.0,0,0,0
1695,1,36.0,4,0,0.0,0,0,0
1696,1,38.0,6,0,0.0,0,0,0
1697,1,31.0,6,0,0.0,0,0,0
1698,1,34.0,6,3,0.0,0,0,0
1699,1,18.0,6,3,0.0,0,0,0
1700,1,32.0,6,3,0.0,0,0,0
1701,1,53.0,3,3,0.0,0,0,1
1702,1,23.0,4,3,0.0,0,0,1
1703,1,27.0,4,3,0.0,0,0,0
1704,1,41.0,4,3,0.0,0,0,0
1705,1,23.0,4,3,0.0,0,0,1
1706,1,31.0,6,3,0.0,0,0,0
1707,1,28.0,3,0,0.0,0,0,0
1708,1,19.0,6,3,0.0,0,0,1
1709,1,31.0,6,3,0.0,0,0,0
1710,1,19.0,4,3,0.0,0,0,0
1711,1,21.0,6,3,0.0,0,0,0
1712,1,20.0,6,3,0.0,0,0,0
1713,1,33.0,4,3,0.0,0,0,0
1714,1,30.0,4,3,0.0,0,0,0
1715,1,22.0,6,0,0.0,0,0,0
1716,1,59.0,4,3,0.0,0,0,0
1717,1,38.0,5,3,0.0,0,0,0
1718,1,27.0,4,3,0.0,0,0,0
1719,1,35.0,6,0,0.0,0,0,0
1720,1,29.0,5,3,0.0,0,0,0
1721,1,28.0,5,3,0.0,0,0,0
1722,1,55.0,6,0,0.0,0,0,0
1723,1,25.0,6,3,0.0,0,0,0
1724,0,24.0,6,3,0.0,0,0,1
1725,1,23.0,3,0,0.0,0,0,1
1726,1,38.0,4,3,0.0,0,0,0
1727,1,41.0,6,0,0.0,0,0,1
1728,1,17.0,6,3,0.0,0,0,0
1729,1,37.0,6,3,0.0,0,0,0
1730,1,29.0,6,3,0.0,0,0,0
1731,1,32.0,3,3,0.0,0,0,1
1732,1,21.0,6,3,0.0,0,0,0
1733,1,24.0,5,3,0.0,0,0,0
1734,1,32.0,6,0,0.0,0,0,1
1735,1,31.0,4,3,0.0,0,0,1
1736,1,38.0,4,3,0.0,0,0,0
1737,1,30.0,4,3,0.0,0,0,0
1738,1,40.0,4,3,0.0,0,0,1
1739,1,44.0,4,3,0.0,0,0,0
1740,1,25.0,4,3,0.0,0,0,0
1741,1,30.0,6,3,0.0,0,0,1
1742,1,18.0,6,3,0.0,0,0,0
1743,1,23.0,4,0,0.0,0,0,0
1744,1,22.0,4,3,0.0,0,0,1
1745,1,43.0,4,0,0.0,0,0,0
1746,1,37.0,4,3,0.0,0,0,0
1747,1,30.0,6,3,0.0,0,0,0
1748,1,44.0,4,0,0.0,0,0,0
1749,1,28.0,6,3,0.0,0,0,0
1750,1,26.0,4,3,0.0,0,0,0
1751,1,36.0,6,0,0.0,0,0,0
1752,1,34.0,6,3,0.0,0,0,0
1753,1,35.0,6,3,0.0,0,0,0
1754,1,18.0,6,3,0.0,0,0,0
1755,1,28.0,6,3,0.0,0,0,0
1756,1,20.0,6,3,0.0,0,0,0
1757,1,42.0,3,3,0.0,0,0,0
1758,1,48.0,6,3,0.0,0,0,0
1759,1,30.0,4,3,0.0,0,0,0
1760,1,36.0,6,3,0.0,0,0,0
1761,1,43.0,4,3,0.0,0,0,0
1762,1,31.0,6,3,0.0,0,0,0
1763,1,33.0,6,3,0.0,0,0,0
1764,1,49.0,6,3,0.0,0,0,1
1765,1,21.0,6,3,0.0,0,0,0
1766,1,43.0,4,3,0.0,0,0,1
1767,1,20.0,6,3,0.0,0,0,0
1768,1,41.0,4,3,0.0,0,0,0
1769,1,46.0,6,0,0.0,0,0,0
1770,1,34.0,6,3,0.0,0,0,0
1771,1,55.0,6,0,0.0,0,0,0
1772,0,40.0,6,3,0.0,0,0,1
1773,1,36.0,6,0,0.0,0,0,0
1774,1,22.0,6,3,0.0,0,0,0
1775,0,50.0,6,3,0.0,0,0,1
1776,1,18.0,4,3,0.0,0,0,0
1777,1,29.0,6,3,0.0,0,0,1
1778,1,41.0,3,3,0.0,0,0,1
1779,1,35.0,6,3,0.0,0,0,0
1780,1,25.0,6,0,0.0,0,0,0
1781,1,26.0,6,0,0.0,0,0,0
1782,1,27.0,6,3,0.0,0,0,1
1783,1,24.0,6,3,0.0,0,0,0
1784,1,20.0,4,3,0.0,0,0,0
1785,1,47.0,4,3,0.0,0,0,0
1786,1,38.0,3,0,0.0,0,0,1
1787,1,30.0,4,3,0.0,0,0,1
1788,1,40.0,6,0,0.0,0,0,1
1789,1,41.0,6,0,0.0,0,0,0
1790,1,29.0,4,3,0.0,0,0,0
1791,1,33.0,6,3,0.0,0,0,0
1792,1,31.0,4,3,0.0,0,0,0
1793,1,36.0,4,3,0.0,0,0,0
1794,1,20.0,6,3,0.0,0,0,0
1795,1,37.0,6,3,0.0,0,0,0
1796,1,29.0,3,0,0.0,0,0,1
1797,1,25.0,3,3,0.0,0,0,1
1798,1,31.0,6,0,0.0,0,0,1
1799,1,45.0,6,3,0.0,0,0,0
1800,1,26.0,3,3,0.0,0,0,0
1801,1,24.0,6,3,0.0,0,0,0
1802,1,34.0,6,3,0.0,0,0,0
1803,1,32.0,4,0,0.0,0,0,0
1804,1,36.0,6,0,0.0,0,0,0
1805,1,32.0,4,3,0.0,0,0,1
1806,1,40.0,6,3,0.0,0,0,0
1807,1,50.0,6,3,0.0,0,0,0
1808,1,27.0,4,3,0.0,0,0,0
1809,1,27.0,6,3,0.0,0,0,0
1810,1,21.0,6,3,0.0,0,0,0
1811,0,28.0,6,3,0.0,0,0,1
1812,1,40.0,4,3,0.0,0,0,0
1813,0,20.0,5,3,0.0,0,0,1
1814,0,39.0,6,3,0.0,0,0,1
1815,1,25.0,4,3,0.0,0,0,0
1816,1,32.0,4,3,0.0,0,0,1
1817,1,39.0,4,3,0.0,0,0,0
1818,1,30.0,3,3,0.0,0,0,0
1819,1,29.0,3,3,0.0,0,0,0
1820,1,20.0,5,3,0.0,0,0,0
1821,1,25.0,5,3,0.0,0,0,1
1822,1,30.0,3,0,0.0,0,0,0
1823,1,22.0,4,3,0.0,0,0,0
1824,1,59.0,4,3,0.0,0,0,0
1825,1,31.0,6,0,0.0,0,0,1
1826,1,28.0,4,3,0.0,0,0,0
1827,1,53.0,6,0,0.0,0,0,0
1828,1,25.0,4,3,0.0,0,0,1
1829,1,38.0,4,3,0.0,0,0,0
1830,1,23.0,4,3,0.0,0,0,0
1831,1,38.0,6,3,0.0,0,0,0
1832,1,47.0,3,3,0.0,0,0,1
1833,1,38.0,4,3,0.0,0,0,0
1834,1,36.0,6,0,0.0,0,0,0
1835,1,37.0,6,3,0.0,0,0,0
1836,1,29.0,4,3,0.0,0,0,1
1837,1,34.0,4,3,0.0,0,0,0
